id,description,en,fr
misc.pinMatchError,The error displayed if PINs don't match,PIN code did not match. Please try again.,Le code PIN ne correspond pas. Veuillez réessayer.
misc.pinSameDigitsError,The error displayed if PIN contains 4 same digits.,PIN cannot have same 4 digits,Le code PIN ne peut pas avoir les mêmes 4 chiffres
misc.pinSeqDigitsError,The error displayed if PIN contains sequential digits.,PIN cannot contain sequential digits,Le code PIN ne peut pas contenir de chiffres séquentiels
misc.reEnterDescription,,Let's make sure we collected your PIN correctly,Assurons-nous que nous avons recueilli votre code PIN correctement.
misc.reEnterTitle,The title displayed while creating a PIN,Re-enter your PIN,Saisissez à nouveau votre nouveau code PIN
modal.approveCorrection,The title for approve correction modal,Approve correction?,Approuver la correction ?
modal.rejectCorrection,The title for reject correction modal,Reject correction?,Rejeter la correction ?
navigation.analytic,Analytic Group,Analytics,Analytique
navigation.application,Application label in navigation,Application,Application
navigation.approvals,Sent for approval label in navigation,Sent for approval,Envoyé pour approbation
navigation.certificate,Certificates label in navigation,Certificates,Certificats
navigation.communications,Communications label in navigation,Communications,Communications
navigation.completenessRates,Completeness rates in navigation,Completeness rates,Taux de complétude
navigation.config,Config label in navigation,Configuration,Paramétrages
navigation.dashboard,Dashboard Section,Dashboard,Tableau de bord
navigation.declarationForms,Declaration forms label in navigation,Declaration forms,Formulaires de déclaration
navigation.emailAllUsers,Email all users label in navigation,Email all users,Envoyer un e-mail à tous les utilisateurs
navigation.informantNotification,Informant notifications label in navigation,Informant notifications,Notifications des informateurs
navigation.integration,Integration forms label in navigation,Integrations,Intégrations
navigation.myDrafts,My drafts label in navigation,My drafts,Mes brouillons
navigation.organisation,Organisations label in navigation,Organisation,Organisation
navigation.outbox,Label for navigation item outbox,Outbox,Boîte d'envoi
navigation.performance,Performance label in navigation,Performance,Performance
navigation.print,Ready to print label in navigation,Ready to print,Prêt à être imprimé
navigation.progress,In progress label in navigation,In progress,En cours
navigation.readyForReview,Ready for review label in navigation,Ready for review,Prêt pour examen
navigation.readyToIssue,Ready to issue label in navigation,Ready to issue,Prêts pour émession
navigation.report,Report Dashboard Section,Report,Rapport
navigation.reports,Reports label in navigation,Vital statistics,Statistiques vitales
navigation.requiresUpdate,Requires update label for registrar in navigation,Requires updates,Nécessite une mise à jour
navigation.sentForReview,Sent for review label in navigation,Sent for review,Envoyé pour révision
navigation.team,Team label in navigation,Team,Équipe
navigation.userroles,User roles label in navigation,User roles,Rôles des utilisateurs
navigation.waitingValidation,Waiting for validation label in navigation,In external validation,En attente de validation
number.twelve,Minimum length password,12,12
password.cases,Password validation,At least one upper and lower case character,Au moins un caractère majuscule et minuscule
password.label.confirm,Confirm password label,Confirm password,Confirmez le mot de passe
password.label.current,Current password label,Current password,Mot de passe actuel
password.label.new,New password label,New password,Nouveau mot de passe
password.match,Password validation,Passwords match,Les mots de passe correspondent
password.minLength,Password validation,{min} characters minimum,{min} caractères minimum
password.mismatch,Password validation,Passwords do not match,Les mots de passe ne correspondent pas
password.number,Password validation,At least one number,Au moins un chiffre
password.validation.msg,Password validation message,Password must have:,Le mot de passe doit avoir :
performance.registrationsListTable.locationColumn,Title for location column in the table,Location,Localisation
phone.digit,,10,10
phone.label.changeEmail,Change email address label,What is your new email?,Quelle est votre nouvelle adresse e-mail ?
phone.label.changeNumber,Change phone number label,Enter new number,Quel est votre nouveau numéro ?
phone.label.confirmation,Confirmation phone number message,A verification code has been sent to {num},Un SMS de confirmation a été envoyé à {num}.
phone.label.verify,Verify phone number label,Enter 6 digit verification code,Entrez le code de vérification à 6 chiffres
phone.start,Should starts with,0(4|5),0(4|5)
print.certificate.button.confirmPrint,The text for print button,"Yes, print certificate","Oui, imprimer le certificat"
print.certificate.button.makeCorrection,The label for correction button of print action,"No, make correction","Non, faites la correction"
print.certificate.certificatePreview,The title for certificate preview form,Certificate preview,Aperçu du certificat
print.certificate.collector.other,The label for select value when the collector of certificate is other person,Other,Autre
print.certificate.form.name,The title of review button in list expansion actions,Print,Imprimer
print.certificate.form.title,The title of review button in list expansion actions,Print certificate,Imprimer le certificat
print.certificate.onlineOnly,Print certificate online only message,Print certificate is an online only action. Please go online to print the certificate,L'impression du certificat est une action en ligne uniquement. Veuillez vous connecter pour imprimer le certificat.
print.certificate.review.modal.body.printAndIssue,Print certificate modal body text,This will generate a certified copy of the record for printing.,Ceci générera une copie certifiée du dossier à imprimer.
print.certificate.review.printAndIssueModalTitle,Print and issue certificate modal title text,Print certified copy?,Imprimer une copie certifiée ?
print.certificate.toast.message,Floating Toast message upon certificate ready to print,Certificate is ready to print,Le certificat est prêt à être imprimé
printAction.description,The description for print action,Please confirm that the informant has reviewed that the information on the certificate is correct and that it is ready to print.,Veuillez confirmer que l'informateur a vérifié que les informations figurant sur le certificat sont correctes et que celui-ci est prêt à être imprimé.
printAction.title,The title for print action,Print certificate,Imprimer le certificat
record-corrected.summary.section.title,Corrections section title,Correction(s),Correction(s)
recordAudit.archive.confirmation.body,Confirmation body for archiving a declaration,Archiving will remove this declaration from active processing while retaining it for record purposes. Archived declarations cannot be modified unless reinstated.,L'archivage retirera cette déclaration du traitement actif tout en la conservant à des fins d'enregistrement. Les déclarations archivées ne peuvent pas être modifiées sauf si elles sont réintégrées.
recordAudit.noName,Label for name not available,No name provided,Aucun nom n'a été fourni
regHome.inProgress,The title of In progress,In progress,En cours
regHome.outbox.failed,Label for declaration status failed,Failed to send,Échec de l'envoi
regHome.outbox.retry,Label for Retry button in Outbox shown for records that failed to send,Retry,Réessayer
regHome.readyForReview,The title of ready for review,Ready for review,Prêt pour l'examen
regHome.readyToPrint,The title of ready to print tab,Ready to print,Prêt à imprimer
regHome.registrationNumber,The heading of registration no. column,Registration no.,N° d'enregistrement
regHome.workqueue.downloadDeclarationFailed,Label for declaration downloading failed,Failed to download record. Please try again,Échec du téléchargement de la déclaration. Veuillez réessayer
register.eventInfo.birth.listItem0,,I am here to start the birth registration process for you.,Je suis ici pour remplir la déclaration de naissance pour vous.
register.eventInfo.birth.listItem1,,You will receive an SMS to tell you when to visit the office to collect the certificate - Take your ID with you.,"Une fois que j'aurai rempli la déclaration, elle sera envoyée au bureau d'enregistrement pour examen."
register.eventInfo.birth.listItem2,,"Make sure you collect the certificate. A birth certificate is critical for this child, especially to make their life easy later on. It will help to access health services, school examinations and government benefits.",Attendez un SMS vous indiquant quand vous devez vous rendre au bureau pour retirer le certificat - Prenez votre carte d'identité avec vous.
register.eventInfo.birth.title,Event information title for the birth,Introduce the birth registration process to the informant,Présenter la procédure d'enregistrement des naissances à l'informateur
register.eventInfo.death.listItem0,,I am here to start the death registration process for you.,Je suis ici pour remplir la déclaration de décès pour vous.
register.eventInfo.death.listItem1,,You will receive an SMS to tell you when to visit the office to collect the certificate - Take your ID with you.,"Une fois que j'aurai rempli la déclaration, elle sera envoyée au bureau d'enregistrement pour examen."
register.eventInfo.death.listItem2,,Make sure you collect the certificate. A death certificate is critical to support with inheritance claims and to resolve the affairs of the deceased e.g. closing bank accounts and settling loans.,Attendez un SMS vous indiquant quand vous devez vous rendre au bureau pour retirer le certificat - Prenez votre carte d'identité avec vous.
register.eventInfo.death.title,,Introduce the death registration process to the informant,Présenter la procédure d'enregistrement des décès à l'informateur
register.eventInfo.event.title,,"Introduce the {eventType, select, birth{birth} death{death} other{marriage}} registration process to the informant","Présentez le processus d'enregistrement des {eventType, select, birth{naissance} death{décès} other{mariage}} à l'informateur."
register.eventInfo.marriage.listItem0,,I am here to complete the marriage registration declaration for you. ,Je suis ici pour remplir la déclaration d'enregistrement du mariage pour vous.
register.eventInfo.marriage.listItem1,,"Once I complete the declaration, it will be sent to the registration office for review.","Une fois que j'aurai complété la déclaration, elle sera envoyée au bureau d'enregistrement pour examen."
register.eventInfo.marriage.listItem2,,Wait for an SMS to tell you when to visit the office to collect the certificate - Take your ID with you.,Attendez un SMS vous indiquant quand vous rendre au bureau pour retirer le certificat - Prenez votre pièce d'identité avec vous
register.form.modal.desc.saveDeclarationConfirm,Description for save declaration confirmation modal,All inputted data will be kept secure for future editing. Are you ready to save any changes to this declaration form?,Toutes les données saisies seront conservées en toute sécurité pour de futures modifications. Êtes-vous prêt à enregistrer les modifications apportées à ce formulaire de déclaration?
register.form.modal.description.deleteDeclarationConfirm,Description for delete declaration confirmation modal,Are you sure you want to delete this declaration?,Êtes-vous sûr de vouloir supprimer cette déclaration ?
register.form.modal.title.deleteDeclarationConfirm,Title for delete declaration confirmation modal,Delete draft?,Supprimer le brouillon?
register.form.modal.title.saveDeclarationConfirm,Title for save declaration confirmation modal,Save & exit?,Enregistrer et quitter?
register.form.required,Required field error message,This field is required,Ce champ est obligatoire
register.selectInformant.birthInformantTitle,Who is applying for birth registration,Informant type,Type d'informateur
register.selectInformant.deathInformantTitle,Who is applying for death registration,Informant type,Quel est le lien de parenté de l'informateur avec la personne décédée ?
register.selectInformant.marriageInformantTitle,Who is applying for marriage registration,Informant's details,Coordonnées de l'informateur
register.selectInformant.newBirthRegistration,The title that appears for new birth registrations,New birth declaration,Nouvelle déclaration de naissance
register.selectInformant.newDeathRegistration,The title that appears for new death registrations,New death declaration,Nouvelle déclaration de décès
register.selectInformant.parents,The description that appears when selecting the parent as informant,Mother & Father,Mère et père
register.selectVitalEvent.errorMessage,Error Message to show when no event is being selected,Please select the type of event,Veuillez sélectionner le type d'événement
register.selectVitalEvent.goToReviewButton,,Go to review,Aller à la révision
register.selectVitalEvent.registerNewEventHeader,The section heading on the page,What type of event do you want to declare?,What type of event do you want to declare?
register.selectVitalEvent.registerNewEventHeading,The section heading on the page,Event type,Quel type d'événement voulez-vous déclarer ?
register.selectVitalEvent.registerNewEventTitle,The title that appears on the select vital event page,New declaration,Nouvelle déclaration
rejectModal.description,The description for reject modal,Rejecting this declaration will return it to the submitter for updates. Please ensure a valid reason for rejection has been recorded.,Le rejet de cette déclaration la renverra au déclarant pour mise à jour. Veuillez vous assurer qu'une raison valable pour le rejet a été enregistrée.
rejectModal.sendForUpdate,The label for send For Update button of reject modal,Send For Update,Envoyer pour mise à jour
rejectModal.title,The title for reject modal,Reason for rejection?,Quelle mise à jour la déclaration nécessite-t-elle ?
reloadmodal.body,Body of reload modal,There’s a new version of {app_name} available. Please update to continue.,Une nouvelle version de {app_name} est disponible. Veuillez effectuer la mise à jour pour continuer.
reloadmodal.button.loginAgain,Label of log in again button after version update,Log in again,Se reconnecter
reloadmodal.button.update,Label of update button,Update,Mise à jour
reloadmodal.title,Title when update is available,Update available,Mise à jour disponible
review.annotations.title,Title for the annotations accordion section in review,Annotations,Annotations
review.declare.confirmModal.title,The title for review action modal when declaring,Declare event?,Déclarer l'événement?
review.declare.incomplete.confirmModal.title,The title for review action modal when declaring,Notify event?,Notifier l'événement?
review.documents.zeroDocumentsTextForAnySection,Zero documents text,No supporting documents,Aucune pièce justificative
review.error.unauthorized,The error message shown when a query fails,We are unable to display this page to you,Nous ne sommes pas en mesure de vous afficher cette page
review.form.title,Review form label for update action,Review form,Formulaire de révision
review.header.title.govtName,Header title that shows bgd govt name,Republic of Farajaland,République du Farajaland
review.inputs.supportingDocuments,Section heading title for supporting documents,Supporting documents,Documents justificatifs
review.register.confirmModal.title,The title for review action modal when registering,Register the {event}?,Enregistrer cet {event}?
review.signature.clear,Label for button that clear signature input,Clear,Supprimer
review.signature.delete,Label for button that deletes signature,Delete,Supprimer
review.signature.input.description,Description awknowledging the correctness of the declaration,"By signing this document with an electronic signature, I agree that such signature will be valid as handwritten signatures to the extent allowed by the laws of Farajaland.","En signant ce document avec une signature électronique, j'accepte que cette signature soit valable comme les signatures manuscrites dans la mesure où les lois du Farajaland le permettent."
review.signature.open,Label for button that opens the signature input,Sign,Signer
saveAndExit.desc.saveDeclarationConfirm,Description for save declaration confirmation modal,All inputted data will be kept secure for future editing. Are you ready to save any changes to this declaration form?,Toutes les données saisies seront conservées en toute sécurité pour de futures modifications. Êtes-vous prêt à enregistrer les modifications apportées à ce formulaire de déclaration?
saveAndExit.title.saveDeclarationConfirm,Title for save declaration confirmation modal,Save & exit?,Enregistrer et quitter?
search.advancedSearch.result.title,Advanced search result title,Search results ({count}),résultat de la recherche pour ({count})
search.noRecord,The no record text,"No records {slug, select, draft {in drafts} outbox {require processing} other {{title}}}","Aucun enregistrement {slug, select, draft {dans brouillons} outbox {à traiter} other {{title}}}"
search.noResult,The no result text,No result,Pas de résultats”
search.noResultFor,The no result text,No results for ”{param}”,Aucun résultat pour “{param}”
search.noResultForSearchTerm,The no result text,No results for “{searchTerm}”,Pas de résultats pour “{searchTerm}”
search.placeholder,Placeholder text of search input,Name of query,Nom de la requête
search.quickSearch.result.title,Quick search result title,Search result for “{searchTerm}”,résultat de la recherche pour “{searchTerm}”
searchField.indicators.clearButton,Clear button text,Clear,Effacer
searchField.indicators.clearModal.cancel,Cancel button for clear confirmation modal,Cancel,Annuler
searchField.indicators.clearModal.confirm,Confirm button for clear confirmation modal,Confirm,Confirmer
searchField.indicators.clearModal.description,Description for the clear confirmation modal,This will remove the current search results.,Cela supprimera les résultats de recherche actuels.
searchField.indicators.clearModal.title,Title for the clear confirmation modal,Clear search results?,Effacer les résultats de recherche ?
searchField.indicators.confirmButton,Confirm button text,Search,Rechercher
searchField.indicators.httpError,HTTP error indicator,"{statusCode, select, 408{Timed out} other{An error occurred while fetching data}}","{statusCode, select, 408{Délai d'attente dépassé} other{Une erreur s'est produite lors de la récupération des données}}"
searchField.indicators.loading,Loading indicator,Searching...,Recherche en cours...
searchField.indicators.noResultsError,No results found indicator,No record found,Aucun enregistrement trouvé
searchField.indicators.offline,Offline indicator,Search is unavailable while offline,La recherche n'est pas disponible hors ligne
searchField.indicators.ok,OK button text,Found {count} results,{count} résultats trouvés
settings.account.tile,Account header,Account,Compte
settings.changeAvatar,Avatar change modal header,Change profile image,Modifier l'image du profil
settings.changeAvatar.avatarProcessingError,Avatar processing error message,There was an error processing the image. Please try again.,Une erreur s'est produite lors du traitement de l'image. Veuillez réessayer.
settings.changeAvatar.changeImage,Change image label,Change,Modifier l'image
settings.changeAvatar.resizeAvatar,Avatar resize and position message,Resize and position the chosen image.,Redimensionnez et positionnez l'image choisie.
settings.changeLanguage,Change language title,Change language,Changer de langue
settings.changeLanguage.success,Change language success,Language updated to English,Langue mise à jour en Français
settings.changePassword,Password change modal header,Change password,Modifier le mot de passe
settings.changePhone,Change phone number title,Change phone number,Changer de numéro de téléphone
settings.message.changeLanguage,Change language message,Your prefered language that you want to use on OpenCRVS,Votre langue préférée que vous souhaitez utiliser sur OpenCRVS
settings.profile.tile,Profile header,Profile,Profil
settings.security.tile,Security header,Security,Sécurité
settings.system.tile,System header,System,Système
settings.title,Title of the settings page,Settings,Paramètres
settings.user.label.assignedOffice,Assigned office,Assigned office,Bureau assigné
settings.user.label.nameEN,,Full name,Nom anglais
settings.verifyPhone,Verify phone number title,Verify phone number,Vérifier le numéro de téléphone
signature.upload.modal.title,Title for the signature upload modal,Upload Signature,Télécharger la signature
sysAdHome.resendInvite,The label for menu option resend invitation,Resend invite,Renvoyer l'invitation
sysAdHome.resendInviteError,The label for error notification of resend invite,Invite could not be sent,L'invitation n'a pas pu être envoyée
sysAdHome.resendInviteSuccess,The label for success notification of resend invite,Invite sent,Invitation envoyée
sysAdHome.resentPasswordError,The label for error notification of reset password sms invite,Temporary password could not be sent,Le mot de passe temporaire n'a pas pu être envoyé
sysAdHome.resentPasswordSuccess,The label for success notification of reset password sms invite,Temporary password sent to {username},Mot de passe temporaire envoyé à {username}
sysAdHome.sendUsernameReminderInvite,The label for menu option to send username reminder,Send username reminder,Envoyer un rappel de nom d'utilisateur
sysAdHome.sendUsernameReminderInviteError,The label for error notification of send username reminder,Username reminder could not be sent,Le rappel du nom d'utilisateur n'a pas pu être envoyé
sysAdHome.sendUsernameReminderInviteModalMessage,Message for send username reminder,The user will receive a username reminder via an {deliveryMethod} sent to {recipient},L'utilisateur recevra un rappel de son nom d'utilisateur par un {deliveryMethod} envoyé à {recipient}.
sysAdHome.sendUsernameReminderInviteModalTitle,Title for send username reminder,Send username reminder?,Envoyer un rappel de nom d'utilisateur ?
sysAdHome.sendUsernameReminderInviteSuccess,The label for success notification of send username reminder,Username reminder sent to {name},Rappel de l'identifiant envoyé à {name}
sysAdHome.toggleActivateStatusError,The label for error notification when toggling user activate status,"Failed to update {name}'s account status to ""{status}""","Échec de la mise à jour du statut du compte de {name} en ""{status}"""
sysAdHome.toggleActivateStatusSuccess,The label for success notification when toggling user activate status,"Updated {name}'s account status to ""{status}""","Statut du compte de {name} mis à jour en ""{status}"""
sysAdHome.user.audit.deactivation.subtitle,The subtitle of user deactivation confirmation modal,This will revoke {name}'s ability to login and access the system. The account can be reactivated at a later date.,Cette mesure aura pour effet de retirer à {name} la possibilité de se connecter et d'accéder au système. Le compte peut être réactivé à une date ultérieure.
sysAdHome.user.audit.deactivation.title,The title of user deactivation confirmation modal,Deactivate {name}?,Désactiver {name}?
sysAdHome.user.audit.reactivation.subtitle,The subtitle of user reactivation confirmation modal,This will reactivate {name}'s ability to login and access the system.,Cela réactivera la capacité de {name} à se connecter et à accéder au système.
sysAdHome.user.audit.reactivation.title,The title of user reactivation confirmation modal,Reactivate {name}?,Réactiver {name}?
sysAdHome.user.deactivate,Label for toggle menu option deactivate,Deactivate,Désactiver
sysAdHome.user.header,Title for edit user details,Edit details,Modifier les détails
sysAdHome.user.reactivate,Label for toggle menu option reactivate,Reactivate,Réactiver
sysAdHome.user.resetPasswordModal.message,Message for reset password modal,The user will receive a temporary password via {deliveryMethod} sent to {recipient}. They will then be prompted to create a new password on successful login,L'utilisateur recevra un mot de passe temporaire par {deliveryMethod} envoyé à {recipient}. Il sera ensuite invité à créer un nouveau mot de passe après avoir réussi à se connecter.
sysAdHome.user.resetPasswordModal.title,Title for reset user password modal,Reset password?,Réinitialiser le mot de passe?
sysAdHome.user.resetpassword.title,Title for reset user password,Reset Password,Réinitialiser le mot de passe
system.user.active,Pill label for active user,Active,Actif
system.user.deactivated,Pill label for deactivated user,Deactivated,Désactivé
system.user.disabled,Pill label for disabled user,Disabled,Handicapés
system.user.duplicateEmailError,This error message shows when user tries to input an already existing email,{email} is already used by another user. Please use a different email,{email} est déjà utilisé par un autre utilisateur. Veuillez utiliser une autre adresse e-mail
system.user.duplicateMobileError,This error messege shows when user try to input already exsisted mobile number,{number} is already used by another user. Please use a different phone number,{number} est déjà utilisé par un autre utilisateur. Veuillez utiliser un autre numéro de téléphone
system.user.emailAddressUnchangedError,Email address unchanged error message,This is already your email address. Please enter a different email address,Ceci est déjà votre adresse e-mail. Veuillez saisir une autre adresse e-mail
system.user.mobileNumberUnchangedError,Mobile number unchanged error message,This is already your phone number. Please enter a different phone number,Ceci est déjà votre numéro de téléphone. Veuillez saisir un autre numéro de téléphone
system.user.pending,Pill label for pending user,Pending,En attente
system.user.queryError,The text when error ocurred loading system users,An error occurred while loading system users,Une erreur s'est produite lors du chargement des utilisateurs du système
system.user.settings.avatarUpdated,Profile image change message on success,Profile image successfully updated,L'image du profil a été mise à jour avec succès
system.user.settings.avatarUpdating,Profile image message when uploading,Updating profile image,Mise à jour de l'image du profil
system.user.settings.emailAddressUpdated,Email change message on success,Email address updated,Adresse e-mail mise à jour
system.user.settings.incorrectPassword,Response message for incorrect password for password change,Current password incorrect. Please try again.,Le mot de passe actuel est incorrect. Veuillez réessayer.
system.user.settings.incorrectVerifyCode,Response message for incorrect Verify code for phone number change,Verify code incorrect. Please try again.,Code de vérification incorrect. Veuillez réessayer.
system.user.settings.language,Language name,"{language, select, en {English} fr {Français} other {{language}}}","{language, select, en {English} fr {Français} other {{language}}}"
system.user.settings.name,label for Name,Name,Nom
system.user.settings.passwordUpdated,Password change message on success,Password was successfully changed,Le mot de passe a été changé avec succès
system.user.settings.phonedNumberUpdated,Phone change message on success,Phone number updated,Numéro de téléphone mis à jour
system.user.settings.profileImage,Label for profile image,Profile Image,Image de profil
system.user.settings.systemLanguage,Label for system language,System language,Langue du système
system.user.unlock.pinLabel,Label for entering unlock user profile,Enter your pin,Entrez votre NIP
team.user.buttons.deactivate,Label for confirmation modal for user deactivation,Deactivate,Désactiver
team.user.buttons.reactivate,Label for confirmation modal for user reactivation,Reactivate,Réactiver
unlockApp.incorrectPin,The message displayed when a user enters an incorrect PIN,Incorrect pin. Please try again,Le code est incorrect. Veuillez réessayer
unlockApp.lastTry,The message displayed before the 3rd attempt of an incorrect PIN,Last try,Dernier essai
unlockApp.locked,The title displayed while creating a PIN,Your account has been locked. Please try again in 1 minute.,Votre compte a été verrouillé. Veuillez réessayer dans 1 minute.
user.avatar,Aria label for user avatar button,User avatar,Avatar utilisateur
user.form.buttons.submit,Label for submit button of user creation form,Create user,Créer un utilisateur
user.form.securityquestion.answer,,Answer,Répondre à
user.form.securityquestion.description,,"From the drop down lists below, select questions that can be used later to confirm your identity should you forget your password.","Dans les listes déroulantes ci-dessous, sélectionnez des questions qui pourront être utilisées ultérieurement pour confirmer votre identité si vous oubliez votre mot de passe."
user.form.securityquestion.enterResponse,,Enter a response to your chosen security question,Entrez une réponse à la question de sécurité que vous avez choisie
user.form.securityquestion.heading,,Set your security questions,Définissez vos questions de sécurité
user.form.securityquestion.securityQuestionLabel,,Security question {count},Question de sécurité {count}
user.form.securityquestion.selectSecurityQuestion,,Select a security question,Sélectionnez une question de sécurité
user.form.securityquestion.title,,Security questions,Questions de sécurité
user.profile.assignedOffice,Title for assigned office field,Assigned office,Bureau assigné
user.profile.audit.column.action,Title for audit action column,Action,Action
user.profile.audit.column.date,Title for audit date column,Date,Date
user.profile.audit.column.trackingId,Title for audit tracking id column,Record,Dossier
user.profile.audit.description.certified,Description for certified declaration,Certified,Certifié
user.profile.audit.description.declared,Description for complete declaration,Declaration started,Déclaration initiée
user.profile.audit.description.inProgress,Description for incomplete declaration,Sent incomplete,Envoyé incomplet
user.profile.audit.description.registered,Description for registered declaration,Registered,Enregistré
user.profile.audit.description.rejected,Description for rejected declaration,Rejected,Rejeté
user.profile.audit.description.updated,Description for updated declaration,Updated,Mise à jour de
user.profile.audit.description.validated,Description for validated declaration,Sent for approval,Déclaration envoyée pour approbation
user.profile.audit.list.noDataFound,Text for audit list,No audits to display,Aucun audit à afficher
user.profile.auditList.approvedCorrectionAuditAction,Description for record correction being approved,Approved correction request,Demande de correction approuvée
user.profile.auditList.archived,Description for declaration archived,Archived,Archivé
user.profile.auditList.assigned,Description for declaration assignment,Assigned,Assigné
user.profile.auditList.created,Description for created audit action,Created,Créé
user.profile.auditList.download,Description for download audit action,Downloaded record,Fichier téléchargé
user.profile.auditList.emailAddressChanged,Description for user change email,Email Address changed,L'adresse e-mail a été modifiée
user.profile.auditList.loggedIn,Description for user logged in,Logged in,Connecté
user.profile.auditList.loggedOut,Description for user logged out,Logged out,Déconnecté
user.profile.auditList.markedAsDuplicate,Description for marked as duplicate in audit action,Marked as duplicate,Marqué comme duplicata
user.profile.auditList.markedAsNotDuplicate,Description for marked as not duplicate in audit action,Marked as not duplicate,Marqué comme non doublon
user.profile.auditList.passwordChanged,Description for user change password,Password changed,Password changed
user.profile.auditList.passwordReset,Description for User reset password action,Reset password,Réinitialiser un mot de passe
user.profile.auditList.passwordResetByAdmin,Description for sending temporal password action,Sent password,Mot de passe envoyé
user.profile.auditList.phoneNumberChanged,Description for user change phoneNumber,Phone number changed,Changement de numéro de téléphone
user.profile.auditList.reInstatedToInProgress,Description for sending registration from Reinstated to In progress audit action,Reinstated to in progress,Réintégré dans les travaux en cours
user.profile.auditList.rejectedCorrectedAuditAction,Description for record correction being rejected,Rejected correction request,Demande de correction rejetée
user.profile.auditList.requestedCorrectionAuditAction,Description for record correction being requested,Requested correction,Correction demandée
user.profile.auditList.resendInvite,Description for resending user invite audit action,Resent invite,Invitation renvoyée
user.profile.auditList.search,Description for search audit action,Searched record,Enregistrement recherché
user.profile.auditList.unAssigned,Description for declaration not assigned to self,Unassigned,Non attribué
user.profile.auditList.userCreated,Description for User created action,Created user,Utilisateur créé
user.profile.auditList.userDeactivated,Description for User deactivated,Deactivated user,Utilisateur désactivé
user.profile.auditList.userEdited,Description for User edited action,Edited user,Utilisateur modifié
user.profile.auditList.userReactivated,Description for User reactivated,Reactivated user,Mot de passe modifié
user.profile.auditList.usernameReminderByAdmin,Description for send username reminder audit action,Sent username Reminder,Rappel du nom d'utilisateur envoyé
user.profile.auditList.usernameRequested,Description for User username requested audit action,Username reminder requested,Rappel du nom d'utilisateur demandé
user.profile.auditList.viewed,Description for declaration viewed audit action,Viewed,Vu
user.profile.nid,Title for nid,National ID,Carte d'identité nationale
user.profile.phoneNumber,Title for phoneNumber field,Phone number,Numéro de téléphone
user.profile.sectionTitle.audit,Title for audit section,History,Historique
user.profile.startDate,Title for startDate field,Start date,Date de début
user.profile.userName,Title for userName field,Username,Nom d'utilisateur
userRole.communityLeader,Name for user role Community Leader,Community Leader,Leader communautaire
userRole.embassyOffical,Name for the user role Embassy Official,Embassy Official,Officiel d'ambassade
userRole.fieldAgent,Name for user role Field Agent,Field Agent,Agent de terrain
userRole.healthcareWorker,Name for user role Healthcare Worker,Healthcare Worker,Personnel de santé
userRole.hospitalClerk,Name for user role Hospital Clerk,Hospital Official,Officiel de l'hôpital
userRole.localRegistrar,Name for user role Registrar,Registrar,Registraire
userRole.localSystemAdmin,Name for user role Local System Admin,Local System Admin,Administrateur système local
userRole.nationalRegistrar,Name for user role National Registrar,National Registrar,Registraire national
userRole.nationalSystemAdmin,Name for user role National System Admin,National System Admin,Administrateur système national
userRole.performanceManager,Name for user role Performance Manager,Performance Manager,Gestion des performances
userRole.policeOfficer,Name for user role Police Officer,Police Officer,Officier de police
userRole.provincialRegistrar,Name for user role Provincial Registrar,Provincial Registrar,Registraire provincial
userRole.registrationAgent,Name for user role Registration Agent,Registration Agent,Agent d'enregistrement
userSetup.complete.instruction,Instruction for the setup complete,Login to your account with your username and newly created password,Connectez-vous maintenant à votre compte avec votre nom d'utilisateur et votre mot de passe nouvellement créé.
userSetup.complete.title,Title for the setup complete page,Account setup complete,Configuration du compte terminée
userSetup.landing.instruction,Instruction for the account setup langing page,You are just a few steps away from completing your account set up,Vous n'êtes plus qu'à quelques étapes de la création de votre compte.
userSetup.landing.title,Title for the landing page,Welcome to {applicationName},Bienvenue à {applicationName}
userSetup.review.header,User setup review page subtitle,Confirm your details,Confirmez vos coordonnées
userSetup.review.title,User setup review page title,Your details,Vos coordonnées
userSetup.securityQuestions.birthTown,The description for BIRTH_TOWN key,What city were you born in?,Dans quelle ville êtes-vous né ?
userSetup.securityQuestions.favoriteFood,The description for FAVORITE_FOOD key,What is your favorite food?,Quel est votre plat préféré ?
userSetup.securityQuestions.favoriteMovie,The description for FAVORITE_MOVIE key,What is your favorite movie?,Quel est votre film préféré ?
userSetup.securityQuestions.favoriteSong,The description for FAVORITE_SONG key,What is your favorite song?,Quelle est votre chanson préférée ?
userSetup.securityQuestions.favoriteTeacher,The description for FAVORITE_TEACHER key,What is the name of your favorite school teacher?,Quel est le nom de votre professeur d'école préféré ?
userSetup.securityQuestions.firstChildName,The description for FIRST_CHILD_NAME key,What is your first child's name?,Quel est le nom de votre premier enfant ?
userSetup.securityQuestions.hightSchool,The description for HIGH_SCHOOL key,What is the name of your high school?,Quel est le nom de votre école secondaire ?
userSetup.securityQuestions.motherName,The description for MOTHER_NAME key,What is your mother's name?,Quel est le nom de votre mère ?
userSetup.type.healthSystem,The description for health system type,Health System,Système de santé
userSetup.type.hospital,The description for HOSPITAL type,Hospital,Hôpital
userSetup.type.system,The description for system type,System,Système
userSetup.waiting,The message that displays when the user is waiting for the account to be created,Setting up your account,Configuration de votre compte
